# META,public,LGE Pressure Sensor Non-wakeup,LGE,string_type=android.sensor.pressure,min_delay_us=40000,max_delay_us=1000000,resolution_hpa=0.0016
# META,unfiltered,LGE Unfiltered Pressure  Non-wakeup,Goertek,string_type=lge.sensor.lg_unfiltered_pressure,min_delay_us=31250,max_delay_us=1000000,resolution_hpa=0.01
source,timestamp_ns,pressure_hpa
public,668507933852358,981.77923584
unfiltered,668507965111628,981.77966309
unfiltered,668507996360899,981.78155518
public,668507973852358,981.77929688
unfiltered,668508027610587,981.78186035
public,668508013852358,981.77929688
unfiltered,668508058861420,981.78088379
public,668508053852358,981.77947998
unfiltered,668508090110847,981.78002930
unfiltered,668508121362149,981.77954102
public,668508093852358,981.77954102
unfiltered,668508152611420,981.77978516
public,668508133852358,981.77954102
public,668508173852358,981.77954102
unfiltered,668508183861420,981.78033447
public,668508213852358,981.77960205
unfiltered,668508215111368,981.78070068
unfiltered,668508246360639,981.78118896
unfiltered,668508277617358,981.78063965
public,668508253852358,981.77960205
public,668508293852358,981.77966309
unfiltered,668508308875170,981.77893066
public,668508333852358,981.77966309
unfiltered,668508340118972,981.77911377
unfiltered,668508371367149,981.77911377
unfiltered,668508402621524,981.77734375
public,668508373852358,981.77966309
unfiltered,668508433869181,981.77728271
public,668508413852358,981.77966309
public,668508453852358,981.77966309
unfiltered,668508465124389,981.77758789
unfiltered,668508496366576,981.77679443
public,668508493852358,981.77966309
unfiltered,668508527621785,981.77709961
unfiltered,668508558870014,981.77856445
public,668508533852358,981.77966309
unfiltered,668508590134024,981.77905273
public,668508573852358,981.77966309
unfiltered,668508621369233,981.77954102
public,668508613852358,981.77960205
unfiltered,668508652618972,981.78076172
unfiltered,668508683875170,981.78173828
public,668508653852358,981.77960205
unfiltered,668508715120274,981.78204346
public,668508693852358,981.77960205
unfiltered,668508746363191,981.78259277
public,668508733852358,981.77966309
unfiltered,668508777613712,981.78198242
public,668508773852358,981.77966309
unfiltered,668508808863972,981.78143311
unfiltered,668508840114753,981.78204346
public,668508813852358,981.77966309
public,668508853852358,981.77972412
unfiltered,668508871363191,981.78216553
unfiltered,668508902612983,981.78302002
public,668508893852358,981.77984619
unfiltered,668508933863764,981.78302002
public,668508933852358,981.77996826
unfiltered,668508965113972,981.78216553
unfiltered,668508996363243,981.78234863
public,668508973852358,981.77996826
unfiltered,668509027614545,981.78198242
public,668509013852358,981.78015137
unfiltered,668509058833347,981.78186035
public,668509053852358,981.78015137
unfiltered,668509090114285,981.78326416
unfiltered,668509121365326,981.78381348
public,668509093852358,981.78021240
unfiltered,668509152611108,981.78405762
public,668509133852358,981.78070068
unfiltered,668509183865795,981.78356934
public,668509173852358,981.78070068
unfiltered,668509215111368,981.78289795
public,668509213852358,981.78082275
unfiltered,668509246361889,981.78283691
unfiltered,668509277610587,981.78302002
public,668509253852358,981.78088379
unfiltered,668509308860639,981.78411865
public,668509293852358,981.78094482
unfiltered,668509340111368,981.78491211
public,668509333852358,981.78106689
unfiltered,668509371360899,981.78521729
unfiltered,668509402611889,981.78436279
public,668509373852358,981.78106689
unfiltered,668509433861108,981.78399658
public,668509413852358,981.78106689
public,668509453852358,981.78149414
unfiltered,668509465111108,981.78393555
unfiltered,668509496361160,981.78240967
public,668509493852358,981.78155518
unfiltered,668509527611108,981.78118896
unfiltered,668509558861368,981.78021240
public,668509533852358,981.78155518
public,668509573852358,981.78155518
unfiltered,668509590130431,981.78009033
unfiltered,668509621365066,981.78100586
public,668509613852358,981.78155518
unfiltered,668509652614024,981.78118896
public,668509653852358,981.78155518
unfiltered,668509683861420,981.78149414
public,668509693852358,981.78155518
unfiltered,668509715111681,981.78204346
unfiltered,668509746360899,981.78210449
public,668509733852358,981.78155518
public,668509773852358,981.78167725
unfiltered,668509777611941,981.78271484
unfiltered,668509808861681,981.78369141
unfiltered,668509840112983,981.78375244
public,668509813852358,981.78167725
unfiltered,668509871361420,981.78350830
public,668509853852358,981.78167725
public,668509893852358,981.78167725
unfiltered,668509902615014,981.78399658
public,668509933852358,981.78167725
unfiltered,668509933861368,981.78436279
unfiltered,668509965122306,981.78381348
unfiltered,668509996367931,981.78344727
public,668509973852358,981.78167725
unfiltered,668510027621003,981.78411865
public,668510013852358,981.78167725
unfiltered,668510058867618,981.78393555
public,668510053852358,981.78167725
unfiltered,668510090121056,981.78271484
unfiltered,668510121369493,981.78271484
public,668510093852358,981.78167725
unfiltered,668510152618451,981.78338623
public,668510133852358,981.78167725
unfiltered,668510183868139,981.78210449
public,668510173852358,981.78167725
unfiltered,668510215122358,981.78100586
public,668510213852358,981.78155518
unfiltered,668510246368712,981.78155518
unfiltered,668510277618920,981.78161621
public,668510253852358,981.78155518
unfiltered,668510308868972,981.78051758
public,668510293852358,981.78155518
public,668510333852358,981.78155518
unfiltered,668510340120274,981.78033447
unfiltered,668510371368972,981.78143311
unfiltered,668510402618399,981.78210449
public,668510373852358,981.78149414
unfiltered,668510433868399,981.78259277
public,668510413852358,981.78155518
public,668510453852358,981.78155518
unfiltered,668510465111628,981.78271484
unfiltered,668510496360847,981.78210449
public,668510493852358,981.78155518
unfiltered,668510527611160,981.78198242
unfiltered,668510558827931,981.78283691
public,668510533852358,981.78167725
unfiltered,668510590117410,981.78369141
public,668510573852358,981.78173828
unfiltered,668510621365274,981.78411865
public,668510613852358,981.78186035
unfiltered,668510652611628,981.78375244
unfiltered,668510683865326,981.78369141
public,668510653852358,981.78186035
unfiltered,668510715110326,981.78424072
public,668510693852358,981.78204346
unfiltered,668510746363451,981.78369141
public,668510733852358,981.78210449
unfiltered,668510777610847,981.78302002
public,668510773852358,981.78210449
unfiltered,668510808862722,981.78295898
unfiltered,668510840110587,981.78118896
public,668510813852358,981.78216553
public,668510853852358,981.78216553
unfiltered,668510871363712,981.77954102
unfiltered,668510902611368,981.77984619
public,668510893852358,981.78216553
public,668510933852358,981.78216553
unfiltered,668510933860847,981.78051758
unfiltered,668510965110847,981.78118896
public,668510973852358,981.78216553
unfiltered,668510996361889,981.78173828
unfiltered,668511027610847,981.78247070
public,668511013852358,981.78216553
unfiltered,668511058874181,981.78289795
public,668511053852358,981.78216553
unfiltered,668511090114024,981.78302002
unfiltered,668511121361160,981.78295898
public,668511093852358,981.78216553
public,668511133852358,981.78222656
unfiltered,668511152610847,981.78338623
unfiltered,668511183861889,981.78375244
public,668511173852358,981.78228760
public,668511213852358,981.78234863
unfiltered,668511215111368,981.78283691
unfiltered,668511246361160,981.78210449
unfiltered,668511277611628,981.78265381
public,668511253852358,981.78234863
public,668511293852358,981.78253174
unfiltered,668511308861628,981.78326416
unfiltered,668511340078191,981.78247070
public,668511333852358,981.78253174
unfiltered,668511371360639,981.78100586
unfiltered,668511402625431,981.78033447
public,668511373852358,981.78253174
unfiltered,668511433860899,981.78088379
public,668511413852358,981.78253174
public,668511453852358,981.78253174
unfiltered,668511465115274,981.78204346
unfiltered,668511496361889,981.78240967
public,668511493852358,981.78253174
unfiltered,668511527615847,981.78228760
unfiltered,668511558860899,981.78216553
public,668511533852358,981.78253174
unfiltered,668511590125222,981.78228760
public,668511573852358,981.78253174
unfiltered,668511621361108,981.78143311
public,668511613852358,981.78253174
unfiltered,668511652617149,981.78100586
unfiltered,668511683867931,981.78009033
public,668511653852358,981.78253174
unfiltered,668511715133764,981.77929688
public,668511693852358,981.78253174
unfiltered,668511746367670,981.77978516
public,668511733852358,981.78253174
unfiltered,668511777617358,981.78009033
public,668511773852358,981.78253174
unfiltered,668511808867097,981.77905273
unfiltered,668511840117097,981.77819824
public,668511813852358,981.78253174
unfiltered,668511871367670,981.77850342
public,668511853852358,981.78253174
unfiltered,668511902618347,981.77728271
public,668511893852358,981.78253174
public,668511933852358,981.78240967
unfiltered,668511933867618,981.77484131
unfiltered,668511965117410,981.77392578
unfiltered,668511996366628,981.77490234
public,668511973852358,981.78240967
unfiltered,668512027616837,981.77557373
public,668512013852358,981.78240967
unfiltered,668512058827774,981.77490234
public,668512053852358,981.78240967
unfiltered,668512090117618,981.77459717
unfiltered,668512121365066,981.77545166
public,668512093852358,981.78228760
unfiltered,668512152610847,981.77569580
public,668512133852358,981.78228760
public,668512173852358,981.78222656
unfiltered,668512183865274,981.77593994
public,668512213852358,981.78222656
unfiltered,668512215112149,981.77630615
unfiltered,668512246365535,981.77569580
unfiltered,668512277611628,981.77490234
public,668512253852358,981.78216553
unfiltered,668512308861681,981.77490234
public,668512293852358,981.78216553
unfiltered,668512340112410,981.77569580
public,668512333852358,981.78216553
unfiltered,668512371361681,981.77618408
unfiltered,668512402611420,981.77575684
public,668512373852358,981.78210449
unfiltered,668512433870274,981.77569580
public,668512413852358,981.78167725
unfiltered,668512465110847,981.77624512
public,668512453852358,981.78161621
public,668512493852358,981.78161621
unfiltered,668512496361212,981.77655029
unfiltered,668512527614285,981.77575684
unfiltered,668512558861420,981.77520752
public,668512533852358,981.78161621
unfiltered,668512590139806,981.77465820
public,668512573852358,981.78161621
unfiltered,668512621361160,981.77423096
public,668512613852358,981.78161621
unfiltered,668512652610847,981.77539063
unfiltered,668512683861368,981.77532959
public,668512653852358,981.78161621
unfiltered,668512715116628,981.77514648
public,668512693852358,981.78155518
unfiltered,668512746363503,981.77575684
public,668512733852358,981.78149414
unfiltered,668512777611628,981.77600098
public,668512773852358,981.78137207
unfiltered,668512808865378,981.77624512
public,668512813852358,981.78106689
unfiltered,668512840080795,981.77685547
public,668512853852358,981.78106689
unfiltered,668512871361368,981.77795410
unfiltered,668512902619493,981.77880859
public,668512893852358,981.78094482
public,668512933852358,981.78094482
unfiltered,668512933860587,981.77911377
unfiltered,668512965112722,981.77990723
unfiltered,668512996360587,981.78009033
public,668512973852358,981.78051758
unfiltered,668513027612410,981.77984619
public,668513013852358,981.78051758
unfiltered,668513058860639,981.77844238
public,668513053852358,981.78045654
unfiltered,668513090111108,981.77752686
unfiltered,668513121361628,981.77813721
public,668513093852358,981.78039551
unfiltered,668513152611368,981.77856445
public,668513133852358,981.78002930
public,668513173852358,981.77996826
unfiltered,668513183861368,981.77923584
unfiltered,668513215110587,981.77819824
public,668513213852358,981.77996826
unfiltered,668513246371837,981.77716064
public,668513253852358,981.77984619
unfiltered,668513277610847,981.77783203
unfiltered,668513308870274,981.77813721
public,668513293852358,981.77978516
unfiltered,668513340121003,981.77630615
public,668513333852358,981.77960205
unfiltered,668513371367878,981.77459717
public,668513373852358,981.77911377
unfiltered,668513402617358,981.77423096
unfiltered,668513433867358,981.77423096
public,668513413852358,981.77899170
public,668513453852358,981.77893066
unfiltered,668513465119493,981.77416992
unfiltered,668513496367097,981.77380371
public,668513493852358,981.77868652
unfiltered,668513527616889,981.77416992
unfiltered,668513558828816,981.77459717
public,668513533852358,981.77856445
unfiltered,668513590140066,981.77569580
public,668513573852358,981.77832031
public,668513613852358,981.77832031
unfiltered,668513621370795,981.77655029
unfiltered,668513652617931,981.77734375
unfiltered,668513683871524,981.77716064
public,668513653852358,981.77825928
unfiltered,668513715117097,981.77655029
public,668513693852358,981.77801514
public,668513733852358,981.77764893
unfiltered,668513746371056,981.77703857
unfiltered,668513777617358,981.77630615
public,668513773852358,981.77758789
unfiltered,668513808867618,981.77520752
unfiltered,668513840111628,981.77587891
public,668513813852358,981.77734375
unfiltered,668513871362983,981.77661133
public,668513853852358,981.77734375
unfiltered,668513902610587,981.77716064
public,668513893852358,981.77734375
unfiltered,668513933860847,981.77838135
public,668513933852358,981.77734375
unfiltered,668513965111368,981.77838135
unfiltered,668513996362670,981.77770996
public,668513973852358,981.77734375
unfiltered,668514027611368,981.77844238
public,668514013852358,981.77734375
unfiltered,668514058863191,981.77905273
public,668514053852358,981.77734375
unfiltered,668514090111368,981.77960205
unfiltered,668514121360847,981.77978516
public,668514093852358,981.77734375
unfiltered,668514152611628,981.77868652
public,668514133852358,981.77734375
unfiltered,668514183862670,981.77703857
public,668514173852358,981.77734375
unfiltered,668514215112201,981.77618408
public,668514213852358,981.77697754
unfiltered,668514246362149,981.77520752
public,668514253852358,981.77697754
unfiltered,668514277611160,981.77484131
unfiltered,668514308861368,981.77575684
public,668514293852358,981.77685547
unfiltered,668514340080483,981.77563477
public,668514333852358,981.77667236
unfiltered,668514371361368,981.77398682
unfiltered,668514402615014,981.77270508
public,668514373852358,981.77655029
unfiltered,668514433861941,981.77197266
public,668514413852358,981.77636719
public,668514453852358,981.77636719
unfiltered,668514465112931,981.77166748
public,668514493852358,981.77636719
unfiltered,668514496361108,981.77252197
unfiltered,668514527614233,981.77227783
public,668514533852358,981.77630615
unfiltered,668514558860587,981.77227783
unfiltered,668514590124597,981.77368164
public,668514573852358,981.77624512
unfiltered,668514621363451,981.77459717
public,668514613852358,981.77618408
unfiltered,668514652611316,981.77520752
unfiltered,668514683861420,981.77490234
public,668514653852358,981.77612305
unfiltered,668514715110326,981.77398682
public,668514693852358,981.77606201
unfiltered,668514746361316,981.77404785
public,668514733852358,981.77600098
unfiltered,668514777610326,981.77374268
public,668514773852358,981.77587891
unfiltered,668514808861108,981.77166748
unfiltered,668514840112670,981.77026367
public,668514813852358,981.77575684
public,668514853852358,981.77563477
unfiltered,668514871360587,981.77075195
unfiltered,668514902610847,981.77087402
public,668514893852358,981.77563477
public,668514933852358,981.77563477
unfiltered,668514933863451,981.77093506
unfiltered,668514965110587,981.77227783
unfiltered,668514996367618,981.77252197
public,668514973852358,981.77563477
unfiltered,668515027616576,981.77313232
public,668515013852358,981.77563477
unfiltered,668515058829024,981.77416992
public,668515053852358,981.77563477
unfiltered,668515090123556,981.77502441
unfiltered,668515121372253,981.77465820
public,668515093852358,981.77563477
unfiltered,668515152621264,981.77343750
public,668515133852358,981.77563477
unfiltered,668515183871576,981.77349854
public,668515173852358,981.77551270
unfiltered,668515215116837,981.77459717
public,668515213852358,981.77551270
unfiltered,668515246372566,981.77563477
unfiltered,668515277618139,981.77630615
public,668515253852358,981.77551270
unfiltered,668515308867097,981.77685547
public,668515293852358,981.77563477
unfiltered,668515340117410,981.77703857
public,668515333852358,981.77563477
unfiltered,668515371366889,981.77758789
unfiltered,668515402617358,981.77825928
public,668515373852358,981.77563477
unfiltered,668515433866837,981.77734375
public,668515413852358,981.77563477
public,668515453852358,981.77563477
unfiltered,668515465117306,981.77612305
unfiltered,668515496360587,981.77642822
public,668515493852358,981.77563477
unfiltered,668515527611056,981.77789307
unfiltered,668515558863399,981.77813721
public,668515533852358,981.77581787
unfiltered,668515590125639,981.77752686
public,668515573852358,981.77600098
unfiltered,668515621361837,981.77661133
public,668515613852358,981.77618408
unfiltered,668515652615274,981.77539063
unfiltered,668515683863191,981.77490234
public,668515653852358,981.77618408
unfiltered,668515715114233,981.77374268
public,668515693852358,981.77618408
unfiltered,668515746361889,981.77343750
public,668515733852358,981.77618408
unfiltered,668515777610899,981.77374268
public,668515773852358,981.77618408
unfiltered,668515808861368,981.77313232
unfiltered,668515840080639,981.77416992
public,668515813852358,981.77581787
public,668515853852358,981.77563477
unfiltered,668515871364753,981.77545166
unfiltered,668515902615795,981.77618408
public,668515893852358,981.77563477
public,668515933852358,981.77563477
unfiltered,668515933866576,981.77673340
unfiltered,668515965115014,981.77679443
public,668515973852358,981.77563477
unfiltered,668515996360326,981.77752686
public,668516013852358,981.77563477
unfiltered,668516027613191,981.77807617
unfiltered,668516058867931,981.77679443
public,668516053852358,981.77563477
unfiltered,668516090111316,981.77642822
unfiltered,668516121361368,981.77813721
public,668516093852358,981.77563477
unfiltered,668516152611108,981.77899170
public,668516133852358,981.77563477
unfiltered,668516183865274,981.77807617
public,668516173852358,981.77563477
unfiltered,668516215110587,981.77709961
public,668516213852358,981.77563477
unfiltered,668516246373295,981.77752686
unfiltered,668516277611108,981.77868652
public,668516253852358,981.77563477
unfiltered,668516308860847,981.77978516
public,668516293852358,981.77563477
unfiltered,668516340112931,981.78039551
public,668516333852358,981.77563477
unfiltered,668516371361576,981.77984619
unfiltered,668516402611628,981.77838135
public,668516373852358,981.77581787
unfiltered,668516433861576,981.77795410
public,668516413852358,981.77600098
public,668516453852358,981.77618408
unfiltered,668516465111628,981.77874756
public,668516493852358,981.77624512
unfiltered,668516496361368,981.77966309
unfiltered,668516527611368,981.78088379
public,668516533852358,981.77636719
unfiltered,668516558827670,981.78063965
unfiltered,668516590126472,981.77899170
public,668516573852358,981.77636719
unfiltered,668516621366316,981.77752686
public,668516613852358,981.77642822
unfiltered,668516652610326,981.77752686
unfiltered,668516683870743,981.77874756
public,668516653852358,981.77642822
unfiltered,668516715116837,981.77954102
public,668516693852358,981.77642822
unfiltered,668516746371785,981.78021240
public,668516733852358,981.77642822
public,668516773852358,981.77655029
unfiltered,668516777618399,981.77990723
unfiltered,668516808870795,981.77783203
public,668516813852358,981.77661133
unfiltered,668516840117097,981.77612305
public,668516853852358,981.77661133
unfiltered,668516871368139,981.77557373
unfiltered,668516902617358,981.77612305
public,668516893852358,981.77655029
public,668516933852358,981.77655029
unfiltered,668516933867358,981.77764893
unfiltered,668516965117878,981.77880859
unfiltered,668516996367618,981.77978516
public,668516973852358,981.77655029
unfiltered,668517027617097,981.78106689
public,668517013852358,981.77655029
unfiltered,668517058866837,981.78179932
public,668517053852358,981.77655029
unfiltered,668517090117306,981.78106689
unfiltered,668517121362931,981.77893066
public,668517093852358,981.77655029
unfiltered,668517152612149,981.77734375
public,668517133852358,981.77655029
unfiltered,668517183861889,981.77728271
public,668517173852358,981.77655029
unfiltered,668517215111368,981.77655029
public,668517213852358,981.77655029
unfiltered,668517246366056,981.77423096
public,668517253852358,981.77655029
unfiltered,668517277611368,981.77258301
unfiltered,668517308861368,981.77264404
public,668517293852358,981.77655029
unfiltered,668517340081524,981.77203369
public,668517333852358,981.77655029
unfiltered,668517371362097,981.77203369
unfiltered,668517402615535,981.77368164
public,668517373852358,981.77655029
unfiltered,668517433865535,981.77490234
public,668517413852358,981.77655029
unfiltered,668517465115014,981.77587891
public,668517453852358,981.77655029
unfiltered,668517496361108,981.77685547
public,668517493852358,981.77661133
unfiltered,668517527612410,981.77783203
unfiltered,668517558860847,981.77856445
public,668517533852358,981.77661133
unfiltered,668517590126472,981.77899170
public,668517573852358,981.77673340
unfiltered,668517621360847,981.77966309
public,668517613852358,981.77679443
unfiltered,668517652616003,981.78015137
unfiltered,668517683861368,981.78021240
public,668517653852358,981.77685547
unfiltered,668517715110847,981.78002930
public,668517693852358,981.77697754
unfiltered,668517746365014,981.78021240
public,668517733852358,981.77697754
unfiltered,668517777611108,981.77960205
public,668517773852358,981.77697754
unfiltered,668517808860847,981.77856445
public,668517813852358,981.77716064
unfiltered,668517840116576,981.77825928
unfiltered,668517871367097,981.77844238
public,668517853852358,981.77728271
public,668517893852358,981.77758789
unfiltered,668517902610847,981.77874756
public,668517933852358,981.77758789
unfiltered,668517933861108,981.77716064
unfiltered,668517965115535,981.77655029
unfiltered,668517996361576,981.77587891
public,668517973852358,981.77758789
unfiltered,668518027610535,981.77478027
public,668518013852358,981.77758789
unfiltered,668518058828503,981.77539063
public,668518053852358,981.77758789
unfiltered,668518090111368,981.77563477
unfiltered,668518121365535,981.77587891
public,668518093852358,981.77758789
unfiltered,668518152610795,981.77685547
public,668518133852358,981.77758789
unfiltered,668518183865483,981.77612305
public,668518173852358,981.77758789
public,668518213852358,981.77758789
unfiltered,668518215111108,981.77545166
unfiltered,668518246365274,981.77655029
public,668518253852358,981.77758789
unfiltered,668518277610847,981.77618408
unfiltered,668518308872045,981.77587891
public,668518293852358,981.77758789
unfiltered,668518340116524,981.77618408
public,668518333852358,981.77758789
unfiltered,668518371367878,981.77593994
unfiltered,668518402616576,981.77679443
public,668518373852358,981.77728271
unfiltered,668518433867931,981.77807617
public,668518413852358,981.77728271
unfiltered,668518465117306,981.77868652
public,668518453852358,981.77728271
unfiltered,668518496366576,981.77923584
public,668518493852358,981.77758789
unfiltered,668518527619701,981.78015137
unfiltered,668518558867618,981.78088379
public,668518533852358,981.77758789
unfiltered,668518590130587,981.77954102
public,668518573852358,981.77758789
unfiltered,668518621368399,981.77825928
public,668518613852358,981.77758789
unfiltered,668518652616837,981.77813721
unfiltered,668518683866837,981.77813721
public,668518653852358,981.77764893
unfiltered,668518715117097,981.77795410
public,668518693852358,981.77783203
unfiltered,668518746361368,981.77630615
public,668518733852358,981.77783203
public,668518773852358,981.77783203
unfiltered,668518777610847,981.77532959
unfiltered,668518808861316,981.77600098
unfiltered,668518840081316,981.77697754
public,668518813852358,981.77783203
public,668518853852358,981.77783203
unfiltered,668518871360795,981.77752686
unfiltered,668518902615535,981.77819824
public,668518893852358,981.77783203
public,668518933852358,981.77783203
unfiltered,668518933861056,981.77734375
unfiltered,668518965115274,981.77630615
unfiltered,668518996362670,981.77673340
public,668518973852358,981.77783203
unfiltered,668519027618608,981.77587891
public,668519013852358,981.77783203
unfiltered,668519058862149,981.77325439
public,668519053852358,981.77783203
unfiltered,668519090111368,981.77252197
unfiltered,668519121360795,981.77239990
public,668519093852358,981.77783203
unfiltered,668519152610587,981.77239990
public,668519133852358,981.77764893
unfiltered,668519183860587,981.77288818
public,668519173852358,981.77758789
unfiltered,668519215113712,981.77294922
public,668519213852358,981.77758789
unfiltered,668519246366056,981.77416992
unfiltered,668519277616576,981.77539063
public,668519253852358,981.77758789
unfiltered,668519308861368,981.77563477
public,668519293852358,981.77734375
unfiltered,668519340111056,981.77453613
public,668519333852358,981.77728271
unfiltered,668519371362410,981.77416992
unfiltered,668519402611368,981.77532959
public,668519373852358,981.77728271
unfiltered,668519433860847,981.77734375
public,668519413852358,981.77722168
unfiltered,668519465111889,981.77899170
public,668519453852358,981.77722168
unfiltered,668519496361628,981.77990723
public,668519493852358,981.77722168
unfiltered,668519527610535,981.78063965
unfiltered,668519558828972,981.78021240
public,668519533852358,981.77722168
unfiltered,668519590130847,981.77954102
public,668519573852358,981.77722168
unfiltered,668519621366837,981.78021240
public,668519613852358,981.77722168
unfiltered,668519652610535,981.78161621
unfiltered,668519683865222,981.78234863
public,668519653852358,981.77722168
unfiltered,668519715111108,981.78149414
public,668519693852358,981.77722168
unfiltered,668519746363139,981.78033447
public,668519733852358,981.77722168
unfiltered,668519777610326,981.78063965
public,668519773852358,981.77722168
unfiltered,668519808864493,981.78149414
public,668519813852358,981.77722168
unfiltered,668519840111108,981.78210449
unfiltered,668519871360326,981.78216553
public,668519853852358,981.77728271
unfiltered,668519902618660,981.78228760
public,668519893852358,981.77728271
public,668519933852358,981.77728271
unfiltered,668519933870795,981.78283691
unfiltered,668519965117931,981.78338623
unfiltered,668519996367097,981.78265381
public,668519973852358,981.77728271
unfiltered,668520027617097,981.78198242
public,668520013852358,981.77728271
public,668520053852358,981.77728271
unfiltered,668520058869441,981.78240967
unfiltered,668520090117097,981.78259277
unfiltered,668520121367358,981.78283691
public,668520093852358,981.77728271
unfiltered,668520152618139,981.78338623
public,668520133852358,981.77728271
unfiltered,668520183867306,981.78375244
public,668520173852358,981.77734375
unfiltered,668520215117306,981.78411865
public,668520213852358,981.77795410
unfiltered,668520246367097,981.78375244
unfiltered,668520277617306,981.78216553
public,668520253852358,981.77801514
unfiltered,668520308867358,981.78118896
public,668520293852358,981.77807617
public,668520333852358,981.77813721
unfiltered,668520340080847,981.78039551
unfiltered,668520371361576,981.77923584
public,668520373852358,981.77832031
unfiltered,668520402617149,981.77893066
unfiltered,668520433861108,981.77923584
public,668520413852358,981.77838135
public,668520453852358,981.77844238
unfiltered,668520465124389,981.78015137
unfiltered,668520496363191,981.78076172
public,668520493852358,981.77850342
unfiltered,668520527612670,981.78143311
unfiltered,668520558862358,981.78131104
public,668520533852358,981.77856445
unfiltered,668520590129337,981.77929688
public,668520573852358,981.77856445
unfiltered,668520621360326,981.77838135
public,668520613852358,981.77856445
unfiltered,668520652612410,981.77923584
public,668520653852358,981.77856445
unfiltered,668520683861628,981.77990723
unfiltered,668520715111368,981.78039551
public,668520693852358,981.77856445
unfiltered,668520746361316,981.78015137
public,668520733852358,981.77856445
public,668520773852358,981.77856445
unfiltered,668520777611368,981.78009033
unfiltered,668520808861108,981.78039551
unfiltered,668520840110847,981.77947998
public,668520813852358,981.77862549
public,668520853852358,981.77868652
unfiltered,668520871360847,981.77844238
unfiltered,668520902613451,981.77825928
public,668520893852358,981.77862549
unfiltered,668520933861628,981.77838135
public,668520933852358,981.77862549
unfiltered,668520965110587,981.77905273
unfiltered,668520996361108,981.78015137
public,668520973852358,981.77905273
unfiltered,668521027612670,981.78045654
public,668521013852358,981.77905273
unfiltered,668521058829285,981.77990723
public,668521053852358,981.77917480
unfiltered,668521090112097,981.77929688
unfiltered,668521121366368,981.77899170
public,668521093852358,981.77923584
unfiltered,668521152611368,981.77734375
public,668521133852358,981.77923584
unfiltered,668521183866264,981.77630615
public,668521173852358,981.77923584
public,668521213852358,981.77923584
unfiltered,668521215111056,981.77679443
unfiltered,668521246362931,981.77716064
public,668521253852358,981.77923584
unfiltered,668521277611160,981.77734375
public,668521293852358,981.77923584
unfiltered,668521308862931,981.77600098
public,668521333852358,981.77923584
unfiltered,668521340113712,981.77447510
unfiltered,668521371361368,981.77465820
unfiltered,668521402610587,981.77661133
public,668521373852358,981.77923584
unfiltered,668521433861420,981.77661133
public,668521413852358,981.77923584
unfiltered,668521465110795,981.77612305
public,668521453852358,981.77923584
public,668521493852358,981.77923584
unfiltered,668521496363191,981.77703857
unfiltered,668521527616524,981.77844238
unfiltered,668521558883764,981.77856445
public,668521533852358,981.77905273
unfiltered,668521590130899,981.77770996
public,668521573852358,981.77905273
unfiltered,668521621367097,981.77813721
public,668521613852358,981.77905273
unfiltered,668521652616837,981.77880859
unfiltered,668521683867358,981.77789307
public,668521653852358,981.77905273
unfiltered,668521715117358,981.77685547
public,668521693852358,981.77905273
unfiltered,668521746367618,981.77783203
public,668521733852358,981.77905273
public,668521773852358,981.77905273
unfiltered,668521777617358,981.77893066
unfiltered,668521808867618,981.77954102
unfiltered,668521840081212,981.78045654
public,668521813852358,981.77905273
unfiltered,668521871367358,981.78100586
public,668521853852358,981.77923584
unfiltered,668521902621003,981.78143311
public,668521893852358,981.77923584
unfiltered,668521933867097,981.78198242
public,668521933852358,981.77923584
unfiltered,668521965122306,981.78094482
unfiltered,668521996368660,981.78033447
public,668521973852358,981.77935791
public,668522013852358,981.77966309
unfiltered,668522027621524,981.78149414
unfiltered,668522058861108,981.78186035
public,668522053852358,981.77984619
unfiltered,668522090111108,981.78216553
unfiltered,668522121361889,981.78302002
public,668522093852358,981.77984619
unfiltered,668522152612149,981.78393555
public,668522133852358,981.77990723
unfiltered,668522183861628,981.78442383
public,668522173852358,981.77996826
public,668522213852358,981.78002930
unfiltered,668522215111628,981.78399658
unfiltered,668522246362149,981.78295898
unfiltered,668522277619181,981.78216553
public,668522253852358,981.78009033
unfiltered,668522308867045,981.78155518
public,668522293852358,981.78009033
unfiltered,668522340111889,981.78143311
public,668522333852358,981.78027344
unfiltered,668522371361108,981.78039551
unfiltered,668522402612670,981.77929688
public,668522373852358,981.78027344
unfiltered,668522433865222,981.77984619
public,668522413852358,981.78027344
unfiltered,668522465111889,981.78076172
public,668522453852358,981.78033447
unfiltered,668522496361368,981.78125000
public,668522493852358,981.78033447
unfiltered,668522527612149,981.78149414
public,668522533852358,981.78033447
unfiltered,668522558829962,981.78186035
unfiltered,668522590135066,981.78155518
public,668522573852358,981.78033447
public,668522613852358,981.78045654
unfiltered,668522621365326,981.78100586
unfiltered,668522652611316,981.78161621
unfiltered,668522683865743,981.78289795
public,668522653852358,981.78045654
unfiltered,668522715110587,981.78344727
public,668522693852358,981.78045654
unfiltered,668522746367149,981.78344727
public,668522733852358,981.78045654
unfiltered,668522777610587,981.78210449
public,668522773852358,981.78045654
unfiltered,668522808865014,981.78094482
unfiltered,668522840111681,981.78131104
public,668522813852358,981.78045654
